trade_id,date,action,price,shares,position_value,cash,pnl,pnl_pct,cum_pnl,cum_pnl_pct
87,2020-10-08 04:00:00+00:00,卖出ORLY,30.22,430975,0.0,-,-656187.38,-5.04,24321327.57,24321.33
87,2020-10-08 04:00:00+00:00,买入TSLA,141.97,172013,24421327.61,0.0,,,,
88,2020-10-26 04:00:00+00:00,卖出TSLA,140.09,0,0.0,24097944.04,-323383.58,-1.32,23997943.99,23997.94
88,2020-10-26 04:00:00+00:00,买入AZO,1152.0,10459,12048972.02,-,,,,
88,2020-10-26 04:00:00+00:00,买入ORLY,30.4,396382,12048972.02,-,,,,
89,2020-11-19 05:00:00+00:00,卖出AZO,1133.76,10627,0.0,-,-190775.29,-1.58,23807168.7,23807.17
89,2020-11-19 05:00:00+00:00,卖出ORLY,30.09,400395,0.0,-,-120764.49,-1.0,23686404.21,23686.4
89,2020-11-19 05:00:00+00:00,买入TSLA,166.42,142927,23786404.26,0.0,,,,
90,2021-02-17 05:00:00+00:00,卖出TSLA,266.05,0,0.0,38025751.49,14239347.23,59.86,37925751.44,37925.75
90,2021-02-17 05:00:00+00:00,买入AZO,1192.97,15937,19012875.75,-,,,,
90,2021-02-17 05:00:00+00:00,买入ORLY,29.83,637360,19012875.75,-,,,,
91,2021-04-08 04:00:00+00:00,卖出AZO,1417.15,13416,0.0,-,3572853.98,18.79,41498605.42,41498.61
91,2021-04-08 04:00:00+00:00,卖出ORLY,33.88,561160,0.0,-,2581731.99,13.58,44080337.41,44080.34
91,2021-04-08 04:00:00+00:00,买入TSLA,227.93,193830,44180337.46,0.0,,,,
92,2021-05-05 04:00:00+00:00,卖出TSLA,223.65,0,0.0,43349452.45,-830885.0,-1.88,43249452.41,43249.45
92,2021-05-05 04:00:00+00:00,买入AZO,1472.11,14723,21674726.23,-,,,,
92,2021-05-05 04:00:00+00:00,买入ORLY,37.34,580479,21674726.23,-,,,,
93,2021-08-02 04:00:00+00:00,卖出AZO,1634.01,13264,0.0,-,2383747.64,11.0,45633200.05,45633.2
93,2021-08-02 04:00:00+00:00,卖出ORLY,40.08,540849,0.0,-,1588192.62,7.33,47221392.67,47221.39
93,2021-08-02 04:00:00+00:00,买入TSLA,236.56,200042,47321392.71,0.0,,,,
94,2021-08-23 04:00:00+00:00,卖出TSLA,235.43,0,0.0,47096677.59,-224715.12,-0.47,46996677.55,46996.68
94,2021-08-23 04:00:00+00:00,买入AZO,1622.98,14509,23548338.79,-,,,,
94,2021-08-23 04:00:00+00:00,买入ORLY,40.17,586168,23548338.79,-,,,,
95,2022-01-03 05:00:00+00:00,卖出AZO,2045.11,11514,0.0,-,6124820.08,26.01,53121497.63,53121.5
95,2022-01-03 05:00:00+00:00,卖出ORLY,46.4,507551,0.0,-,3647531.31,15.49,56769028.94,56769.03
95,2022-01-03 05:00:00+00:00,买入TSLA,399.93,142198,56869028.97,0.0,,,,
96,2022-01-21 05:00:00+00:00,卖出TSLA,314.63,0,0.0,44740432.54,-12128596.43,-21.33,44640432.51,44640.43
96,2022-01-21 05:00:00+00:00,买入AZO,1942.17,11518,22370216.27,-,,,,
96,2022-01-21 05:00:00+00:00,买入ORLY,42.39,527665,22370216.27,-,,,,
97,2022-03-22 04:00:00+00:00,卖出AZO,1946.82,11490,0.0,-,53558.3,0.24,44693990.81,44693.99
97,2022-03-22 04:00:00+00:00,卖出ORLY,45.8,488432,0.0,-,1796876.49,8.03,46490867.3,46490.87
97,2022-03-22 04:00:00+00:00,买入TSLA,331.33,140619,46590867.33,0.0,,,,
98,2022-04-27 04:00:00+00:00,卖出TSLA,293.84,0,0.0,41319057.45,-5271809.88,-11.32,41219057.42,41219.06
98,2022-04-27 04:00:00+00:00,买入AZO,2181.34,9471,20659528.72,-,,,,
98,2022-04-27 04:00:00+00:00,买入ORLY,47.55,434455,20659528.72,-,,,,
99,2022-07-05 04:00:00+00:00,卖出AZO,2140.39,9652,0.0,-,-387840.37,-1.88,40831217.05,40831.22
99,2022-07-05 04:00:00+00:00,卖出ORLY,43.17,478591,0.0,-,-1905233.55,-9.22,38925983.5,38925.98
99,2022-07-05 04:00:00+00:00,买入TSLA,233.07,167445,39025983.54,0.0,,,,
100,2022-08-31 04:00:00+00:00,卖出TSLA,275.61,0,0.0,46149674.47,7123690.94,18.25,46049674.44,46049.67
100,2022-08-31 04:00:00+00:00,买入AZO,2119.21,10888,23074837.24,-,,,,
100,2022-08-31 04:00:00+00:00,买入ORLY,46.47,496503,23074837.24,-,,,,
101,2023-01-25 05:00:00+00:00,卖出AZO,2357.81,9786,0.0,-,2597976.85,11.26,48647651.29,48647.65
101,2023-01-25 05:00:00+00:00,卖出ORLY,53.36,432399,0.0,-,3420909.2,14.83,52068560.49,52068.56
101,2023-01-25 05:00:00+00:00,买入TSLA,144.43,361203,52168560.52,0.0,,,,
102,2023-03-09 05:00:00+00:00,卖出TSLA,172.92,0,0.0,62459238.71,10290678.19,19.73,62359238.68,62359.24
102,2023-03-09 05:00:00+00:00,买入AZO,2422.19,12893,31229619.36,-,,,,
102,2023-03-09 05:00:00+00:00,买入ORLY,54.82,569668,31229619.36,-,,,,
103,2023-03-31 04:00:00+00:00,卖出AZO,2458.15,12704,0.0,-,463636.59,1.48,62822875.27,62822.88
103,2023-03-31 04:00:00+00:00,卖出ORLY,56.6,551773,0.0,-,1012870.91,3.24,63835746.18,63835.75
103,2023-03-31 04:00:00+00:00,买入TSLA,207.46,308183,63935746.22,0.0,,,,
104,2023-04-11 04:00:00+00:00,卖出TSLA,186.79,0,0.0,57565589.61,-6370156.61,-9.96,57465589.57,57465.59
104,2023-04-11 04:00:00+00:00,买入AZO,2559.54,11245,28782794.81,-,,,,
104,2023-04-11 04:00:00+00:00,买入ORLY,58.07,495662,28782794.81,-,,,,
105,2023-05-22 04:00:00+00:00,卖出AZO,2619.8,10986,0.0,-,677641.87,2.35,58143231.44,58143.23
105,2023-05-22 04:00:00+00:00,卖出ORLY,61.88,465168,0.0,-,1886822.54,6.56,60030053.98,60030.05
105,2023-05-22 04:00:00+00:00,买入TSLA,188.87,318367,60130054.02,0.0,,,,
106,2023-07-27 04:00:00+00:00,卖出TSLA,255.71,0,0.0,81409736.4,21279682.38,35.39,81309736.36,81309.74
106,2023-07-27 04:00:00+00:00,买入AZO,2446.92,16635,40704868.2,-,,,,
106,2023-07-27 04:00:00+00:00,买入ORLY,61.31,663947,40704868.2,-,,,,
107,2023-09-05 04:00:00+00:00,卖出AZO,2556.06,15924,0.0,-,1815562.02,4.46,83125298.38,83125.3
107,2023-09-05 04:00:00+00:00,卖出ORLY,63.04,645746,0.0,-,1147299.64,2.82,84272598.02,84272.6
107,2023-09-05 04:00:00+00:00,买入TSLA,256.49,328950,84372598.06,0.0,,,,
108,2023-09-28 04:00:00+00:00,卖出TSLA,246.38,0,0.0,81046909.88,-3325688.19,-3.94,80946909.83,80946.91
108,2023-09-28 04:00:00+00:00,买入AZO,2559.48,15832,40523454.94,-,,,,
108,2023-09-28 04:00:00+00:00,买入ORLY,61.16,662573,40523454.94,-,,,,
109,2023-10-09 04:00:00+00:00,卖出AZO,2564.93,15799,0.0,-,86287.39,0.21,81033197.22,81033.2
109,2023-10-09 04:00:00+00:00,卖出ORLY,60.98,664558,0.0,-,-121030.22,-0.3,80912167.0,80912.17
109,2023-10-09 04:00:00+00:00,买入TSLA,259.67,311981,81012167.05,0.0,,,,
110,2023-10-18 04:00:00+00:00,卖出TSLA,242.68,0,0.0,75711599.68,-5300567.37,-6.54,75611599.63,75611.6
110,2023-10-18 04:00:00+00:00,买入AZO,2629.4,14397,37855799.84,-,,,,
110,2023-10-18 04:00:00+00:00,买入ORLY,62.03,610249,37855799.84,-,,,,
111,2023-11-21 05:00:00+00:00,卖出AZO,2676.09,14145,0.0,-,672204.45,1.78,76283804.08,76283.8
111,2023-11-21 05:00:00+00:00,卖出ORLY,65.57,577310,0.0,-,2159878.13,5.71,78443682.21,78443.68
111,2023-11-21 05:00:00+00:00,买入TSLA,241.2,325637,78543682.27,0.0,,,,
112,2024-01-08 05:00:00+00:00,卖出TSLA,240.45,0,0.0,78299454.39,-244227.87,-0.31,78199454.34,78199.45
112,2024-01-08 05:00:00+00:00,买入AZO,2553.93,15329,39149727.2,-,,,,
112,2024-01-08 05:00:00+00:00,买入ORLY,61.86,632849,39149727.2,-,,,,
113,2024-02-28 05:00:00+00:00,卖出AZO,3011.62,12999,0.0,-,7016028.78,17.92,85215483.12,85215.48
113,2024-02-28 05:00:00+00:00,卖出ORLY,72.86,537298,0.0,-,6962181.57,17.78,92177664.69,92177.66
113,2024-02-28 05:00:00+00:00,买入TSLA,202.04,456729,92277664.74,0.0,,,,
114,2024-03-07 05:00:00+00:00,卖出TSLA,178.65,0,0.0,81594757.43,-10682907.31,-11.58,81494757.38,81494.76
114,2024-03-07 05:00:00+00:00,买入AZO,3124.01,13059,40797378.71,-,,,,
114,2024-03-07 05:00:00+00:00,买入ORLY,72.63,561725,40797378.71,-,,,,
115,2024-05-01 04:00:00+00:00,卖出AZO,2946.81,13844,0.0,-,-2314107.03,-5.67,79180650.35,79180.65
115,2024-05-01 04:00:00+00:00,卖出ORLY,67.01,608849,0.0,-,-3157649.06,-7.74,76023001.29,76023.0
115,2024-05-01 04:00:00+00:00,买入TSLA,179.99,422929,76123001.34,0.0,,,,
116,2024-06-06 04:00:00+00:00,卖出TSLA,177.94,0,0.0,75255995.5,-867005.84,-1.14,75155995.45,75156.0
116,2024-06-06 04:00:00+00:00,买入AZO,2764.69,13610,37627997.75,-,,,,
116,2024-06-06 04:00:00+00:00,买入ORLY,65.49,574520,37627997.75,-,,,,
117,2024-06-18 04:00:00+00:00,卖出AZO,2968.75,12674,0.0,-,2777299.3,7.38,77933294.75,77933.29
117,2024-06-18 04:00:00+00:00,卖出ORLY,70.44,534159,0.0,-,2843109.69,7.56,80776404.44,80776.4
117,2024-06-18 04:00:00+00:00,买入TSLA,184.86,437500,80876404.49,0.0,,,,
118,2024-07-31 04:00:00+00:00,卖出TSLA,232.07,0,0.0,101530821.81,20654417.32,25.54,101430821.76,101430.82
118,2024-07-31 04:00:00+00:00,买入AZO,3133.69,16199,50765410.9,-,,,,
118,2024-07-31 04:00:00+00:00,买入ORLY,75.09,676066,50765410.9,-,,,,
119,2024-09-10 04:00:00+00:00,卖出AZO,3132.27,16207,0.0,-,-23002.57,-0.05,101407819.19,101407.82
119,2024-09-10 04:00:00+00:00,卖出ORLY,75.3,674217,0.0,-,139270.64,0.27,101547089.83,101547.09
119,2024-09-10 04:00:00+00:00,买入TSLA,226.17,449427,101647089.88,0.0,,,,
120,2024-10-14 04:00:00+00:00,卖出TSLA,219.16,0,0.0,98496603.31,-3150486.57,-3.1,98396603.26,98396.6
120,2024-10-14 04:00:00+00:00,买入AZO,3153.04,15619,49248301.66,-,,,,
120,2024-10-14 04:00:00+00:00,买入ORLY,80.17,614277,49248301.66,-,,,,
121,2024-10-29 04:00:00+00:00,卖出AZO,3060.89,16089,0.0,-,-1439321.47,-2.92,96957281.79,96957.28
121,2024-10-29 04:00:00+00:00,卖出ORLY,78.39,628220,0.0,-,-1093006.25,-2.22,95864275.54,95864.28
121,2024-10-29 04:00:00+00:00,买入TSLA,259.52,369776,95964275.59,0.0,,,,
122,2025-01-08 05:00:00+00:00,卖出TSLA,394.94,0,0.0,146039352.81,50075077.22,52.18,145939352.76,145939.35
122,2025-01-08 05:00:00+00:00,买入AZO,3303.35,22104,73019676.41,-,,,,
122,2025-01-08 05:00:00+00:00,买入ORLY,80.38,908400,73019676.41,-,,,,
123,2025-04-29 04:00:00+00:00,卖出AZO,3704.95,19708,0.0,-,8877258.08,12.16,154816610.84,154816.61
123,2025-04-29 04:00:00+00:00,卖出ORLY,93.28,782784,0.0,-,11717761.32,16.05,166534372.16,166534.37
123,2025-04-29 04:00:00+00:00,买入TSLA,292.03,570607,166634372.22,0.0,,,,
124,2025-06-10 04:00:00+00:00,卖出TSLA,326.09,0,0.0,186069246.49,19434874.28,11.66,185969246.44,185969.25
124,2025-06-10 04:00:00+00:00,买入AZO,3713.57,25052,93034623.25,-,,,,
124,2025-06-10 04:00:00+00:00,买入ORLY,91.71,1014443,93034623.25,-,,,,
125,2025-07-21 04:00:00+00:00,卖出AZO,3729.7,24944,0.0,-,404095.67,0.43,186373342.11,186373.34
125,2025-07-21 04:00:00+00:00,卖出ORLY,94.15,988153,0.0,-,2475244.9,2.66,188848587.01,188848.59
125,2025-07-21 04:00:00+00:00,买入TSLA,328.49,575203,188948587.06,0.0,,,,
126,2025-07-31 04:00:00+00:00,卖出TSLA,308.27,0,0.0,177317971.9,-11630615.16,-6.16,177217971.85,177217.97
126,2025-07-31 04:00:00+00:00,买入AZO,3768.38,23527,88658985.95,-,,,,
126,2025-07-31 04:00:00+00:00,买入ORLY,98.32,901739,88658985.95,-,,,,
127,2025-08-11 04:00:00+00:00,卖出AZO,4036.79,21962,0.0,-,6314908.0,7.12,183532879.85,183532.88
127,2025-08-11 04:00:00+00:00,卖出ORLY,103.6,855781,0.0,-,4761181.24,5.37,188294061.09,188294.06
127,2025-08-11 04:00:00+00:00,买入TSLA,339.03,555685,188394061.13,0.0,,,,
128,2025-11-13 05:00:00+00:00,卖出TSLA,401.99,0,0.0,223380016.72,34985955.58,18.57,223280016.67,223280.02
128,2025-11-13 05:00:00+00:00,买入AZO,3819.29,29243,111690008.36,-,,,,
128,2025-11-13 05:00:00+00:00,买入ORLY,98.35,1135638,111690008.36,-,,,,
129,2025-12-04 05:00:00+00:00,卖出AZO,3840.5,29082,0.0,-,620256.83,0.56,223900273.5,223900.27
129,2025-12-04 05:00:00+00:00,卖出ORLY,99.51,1122399,0.0,-,1317344.39,1.18,225217617.89,225217.62
129,2025-12-04 05:00:00+00:00,买入TSLA,454.53,495715,225317617.93,0.0,,,,
